nom,line,mode,order,lat,lon,arrondissement,figure_historique,couleur,ouverte_apres_1980,rive_gauche,has_rer,has_tram
République - Marx Dormoy,T4,TRAMWAY,12,48.90656130852811,2.524070941477672,93,0,0,0,0,0,1
Léon Blum,T4,TRAMWAY,13,48.90854532457516,2.532333917960648,93,0,0,0,0,0,1
Maurice Audin,T4,TRAMWAY,14,48.90843702868517,2.5391971500447372,93,0,0,0,0,0,1
Clichy-sous-Bois - Mairie,T4,TRAMWAY,15,48.907880051184826,2.5464189682631786,93,0,0,0,0,0,1
Romain Rolland,T4,TRAMWAY,16,48.90472020628351,2.547919803388255,93,0,0,0,0,0,1
Clichy - Montfermeil,T4,TRAMWAY,17,48.90454003875491,2.5550422964124544,93,0,0,0,0,0,1
Notre-Dame-des-Anges,T4,TRAMWAY,18,48.900928874629386,2.5561234945096047,93,0,0,0,0,0,1
Arboretum,T4,TRAMWAY,19,48.89789189520736,2.56172809739115,93,0,0,0,0,0,1
Hôpital de Montfermeil,T4,TRAMWAY,20,48.900946202680906,2.570746146903078,93,0,0,0,0,0,1
Marché de Saint-Denis,T5,TRAMWAY,1,48.93896122921449,2.3562931195300902,93,0,0,0,0,0,1
Baudelaire,T5,TRAMWAY,2,48.94212854286052,2.356636169972587,93,0,0,0,0,0,1
Roger Semât,T5,TRAMWAY,3,48.94482803299838,2.356944088576183,93,0,0,0,0,0,1
Guynemer,T5,TRAMWAY,4,48.94819374051071,2.3573939918117484,93,0,0,0,0,0,1
Petit Pierrefitte,T5,TRAMWAY,5,48.95269302854845,2.357939191024479,93,0,0,0,0,0,1
Joncherolles,T5,TRAMWAY,6,48.95556348483242,2.358272439968033,93,0,0,0,0,0,1
Suzanne Valadon,T5,TRAMWAY,7,48.959135825225516,2.358692660794154,93,0,0,0,0,0,1
Mairie de Pierrefitte,T5,TRAMWAY,8,48.96347860041045,2.3602506568960244,93,0,0,0,0,0,1
Alcide d'Orbigny,T5,TRAMWAY,9,48.965399304705166,2.3629312701804097,93,0,0,0,0,0,1
Jacques Prévert,T5,TRAMWAY,10,48.97086473970564,2.3659376221571997,93,0,0,0,0,0,1
Butte Pinson (Parc Régional),T5,TRAMWAY,11,48.973607721805635,2.3659861231439723,93,0,0,0,0,0,1
Les Cholettes,T5,TRAMWAY,12,48.97755219236446,2.3722084084835706,95,0,0,0,0,0,1
Les Flanades,T5,TRAMWAY,13,48.97663544849064,2.3774788710389014,95,0,0,0,0,0,1
Paul Valéry,T5,TRAMWAY,14,48.97923034972888,2.3801937385465597,95,0,0,0,0,0,1
Lochères,T5,TRAMWAY,15,48.97849099485918,2.385052292086106,95,0,0,0,0,0,1
Garges - Sarcelles,T5,TRAMWAY,16,48.97717984665593,2.3906824255995547,95,0,0,0,0,1,1
Châtillon - Montrouge,T6,TRAMWAY,1,48.81045749498012,2.3006731060410686,92,0,0,0,1,0,1
Vauban,T6,TRAMWAY,2,48.80721821660816,2.2943031744221876,92,0,0,0,0,0,1
Centre de Châtillon,T6,TRAMWAY,3,48.8042278099247,2.2890062736651298,92,0,0,0,0,0,1
Parc André Malraux,T6,TRAMWAY,4,48.79992226990009,2.2819172935381395,92,0,0,0,0,0,1
Division Leclerc,T6,TRAMWAY,5,48.794523611181916,2.2726257190335915,92,0,0,0,0,0,1
Soleil Levant,T6,TRAMWAY,6,48.79031057194821,2.2631968070897,92,0,0,0,0,0,1
Hôpital Béclère,T6,TRAMWAY,7,48.786748628561156,2.2544542669725383,92,0,0,0,0,0,1
Mail de la Plaine,T6,TRAMWAY,8,48.78374269982313,2.246984255244028,92,0,0,0,0,0,1
Pavé Blanc,T6,TRAMWAY,9,48.78074840684925,2.2400048759245865,92,0,0,0,0,0,1
Georges Pompidou,T6,TRAMWAY,10,48.784858242636766,2.237100368305561,92,0,0,0,0,0,1
Georges Millandy,T6,TRAMWAY,11,48.783377242510845,2.2305618235735856,92,0,0,0,0,0,1
Meudon-la-Forêt,T6,TRAMWAY,12,48.7835951131364,2.2253049825884723,92,0,0,0,0,0,1
Vélizy 2,T6,TRAMWAY,13,48.78500860115217,2.2199893897850744,78,0,0,0,0,0,1
Dewoitine,T6,TRAMWAY,14,48.78364966674295,2.2143749701705326,78,0,0,0,0,0,1
Inovel Parc Nord,T6,TRAMWAY,15,48.78134841711339,2.2091153745461254,78,0,0,0,0,0,1
Louvois,T6,TRAMWAY,16,48.78003206639097,2.1965056630980224,78,0,0,0,0,0,1
Mairie de Vélizy,T6,TRAMWAY,17,48.780493377956695,2.1915582441503356,78,0,0,0,0,0,1
L'Onde (Maison des Arts),T6,TRAMWAY,18,48.78202921034489,2.1806735896683622,78,0,0,0,0,0,1
Robert Wagner,T6,TRAMWAY,19,48.78513849126931,2.178964233203961,78,0,0,0,0,0,1
Viroflay - Rive Gauche,T6,TRAMWAY,20,48.8010238530518,2.1713756664275206,78,0,0,0,0,0,1
Viroflay - Rive Droite,T6,TRAMWAY,21,48.80561217889366,2.1689743857162034,78,0,0,0,0,0,1
Villejuif - Louis Aragon,T7,TRAMWAY,1,48.7872892311756,2.366875621605191,94,0,0,1,0,0,1
Lamartine,T7,TRAMWAY,2,48.78327079902779,2.3672374121860154,94,0,0,0,0,0,1
Domaine Chérioux,T7,TRAMWAY,3,48.778972831519006,2.367466444252223,94,0,0,0,0,0,1
Moulin Vert,T7,TRAMWAY,4,48.77203979899573,2.3677409694016562,94,0,0,0,0,0,1
Bretagne,T7,TRAMWAY,5,48.768201183107806,2.3681004100826413,94,0,0,0,0,0,1
Auguste Perret (Cimetière Parisien),T7,TRAMWAY,6,48.763378213742165,2.367709829472114,94,0,0,0,0,0,1
Chevilly-Larue,T7,TRAMWAY,7,48.7595396255455,2.366382322204741,94,0,0,0,1,0,1
La Belle Epine,T7,TRAMWAY,8,48.75668971589999,2.368321359060268,94,0,0,0,0,0,1
Place de la Logistique,T7,TRAMWAY,9,48.75285109222686,2.3619203520174077,94,0,0,0,0,0,1
Porte de Rungis,T7,TRAMWAY,10,48.752617211452076,2.355217345676027,94,0,0,0,0,0,1
Saarinen,T7,TRAMWAY,11,48.75021995135073,2.3543356455001314,94,0,0,0,0,0,1
Robert Schuman (Parc Silic Centre),T7,TRAMWAY,12,48.746595768446504,2.3527755868234195,94,0,0,0,0,0,1
La Fraternelle,T7,TRAMWAY,13,48.741684564028205,2.352727658537549,94,0,0,0,0,0,1
Hélène Boucher (Orlytech),T7,TRAMWAY,14,48.74002118038836,2.3595069186987048,91,0,0,0,0,0,1
Caroline Aigle (Orlyfret),T7,TRAMWAY,15,48.73873595049087,2.3698303703953347,94,0,0,0,0,0,1
Coeur d'Orly,T7,TRAMWAY,16,48.73404803036111,2.371192271245693,94,0,0,0,0,0,1
Aéroport d'Orly,T7,TRAMWAY,17,48.729571616306195,2.368322986536,91,0,0,1,1,0,1
Porte de l'Essonne,T7,TRAMWAY,18,48.71446965907271,2.371713317831807,91,0,0,0,0,0,1
Saint-Denis - Porte de Paris,T8,TRAMWAY,1,48.92974869176176,2.3572533079864235,93,0,0,0,0,0,1
Pierre de Geyter,T8,TRAMWAY,2,48.93198137103362,2.3526942374838447,93,0,0,0,0,0,1
Saint-Denis - Gare,T8,TRAMWAY,3,48.93525489527047,2.3477395329422346,93,0,0,0,0,0,1
Paul Éluard,T8,TRAMWAY,4,48.93964784415011,2.3452545555086055,93,0,0,0,0,0,1
Blumenthal,T8,TRAMWAY,5,48.947761723568384,2.33913133956827,93,0,0,0,0,0,1
Delaunay - Belleville,T8,TRAMWAY,6,48.94558583371818,2.347405183595505,93,0,0,0,0,0,1
César,T8,TRAMWAY,7,48.94958753577555,2.3424532936156943,93,0,0,0,0,0,1
Jean Vilar,T8,TRAMWAY,8,48.95274915719777,2.343396442304727,93,0,0,0,0,0,1
Pablo Neruda,T8,TRAMWAY,9,48.95669563749724,2.343155430985437,93,0,0,0,0,0,1
Villetaneuse - Université,T8,TRAMWAY,10,48.95926160265617,2.342071486091147,93,0,0,0,0,0,1
Les Mobiles,T8,TRAMWAY,11,48.949688531186794,2.3298359704014917,93,0,0,0,0,0,1
Les Béatus,T8,TRAMWAY,12,48.95143910339942,2.321306841575554,93,0,0,0,0,0,1
Rose Bertin,T8,TRAMWAY,13,48.95326677412415,2.315356850330502,93,0,0,0,0,0,1
Lacépède,T8,TRAMWAY,14,48.95588823426514,2.3114442040809027,93,0,0,0,0,0,1
Gilbert Bonnemaison,T8,TRAMWAY,15,48.95536329374528,2.3077369246178736,93,0,0,0,0,0,1
Épinay-sur-Seine - Gare,T8,TRAMWAY,16,48.95584187674177,2.301872390098702,93,0,0,0,0,0,1
Épinay - Orgemont,T8,TRAMWAY,17,48.95541719963809,2.2953781736331234,93,0,0,0,0,0,1
Porte de Choisy,T9,TRAMWAY,1,48.81950560222635,2.3652042061445444,13,0,0,0,1,0,1
Châteaudun - Barbès,T9,TRAMWAY,2,48.81538623660664,2.368563652805612,94,0,0,0,0,0,1
Cimetière Parisien d'Ivry,T9,TRAMWAY,3,48.8126993138848,2.3706933301011173,94,0,0,0,0,0,1
La Briqueterie,T9,TRAMWAY,4,48.80726167021094,2.374816625508716,94,0,0,0,0,0,1
Germaine Tailleferre,T9,TRAMWAY,5,48.80329282241969,2.377777881154749,94,0,0,0,0,0,1
Beethoven - Concorde,T9,TRAMWAY,6,48.798832845790145,2.3814388386870005,94,0,0,0,0,0,1
Musée MAC VAL,T9,TRAMWAY,7,48.79286792850484,2.3863012042287175,94,0,0,0,0,0,1
Mairie de Vitry-sur-Seine,T9,TRAMWAY,8,48.7898227080983,2.3887871516553467,94,0,0,0,0,0,1
Camille Groult,T9,TRAMWAY,9,48.78567462213213,2.3919526005440157,94,0,0,0,0,0,1
Constant Coquelin,T9,TRAMWAY,10,48.78308434646516,2.393724871435947,94,0,0,0,0,0,1
Watteau - Rondenay,T9,TRAMWAY,11,48.77861851256973,2.3963352252769674,94,0,0,0,0,0,1
Trois Communes,T9,TRAMWAY,12,48.773003817060946,2.3994346219356824,94,0,0,0,0,0,1
Verdun - Hoche,T9,TRAMWAY,13,48.768397800176395,2.4028211412784803,94,0,0,0,0,0,1
Rouget de Lisle,T9,TRAMWAY,14,48.76387937297847,2.405757099348053,94,0,0,0,0,0,1
Carle - Darthé,T9,TRAMWAY,15,48.75927125525871,2.408761583192876,94,0,0,0,0,0,1
Four - Peary,T9,TRAMWAY,16,48.75451048437987,2.411835268413899,94,0,0,0,0,0,1
Christophe Colomb,T9,TRAMWAY,17,48.75214281888013,2.416894665176663,94,0,0,0,0,0,1
Les Saules,T9,TRAMWAY,18,48.74696798662078,2.416258819866824,94,0,0,0,0,1,1
Orly - Gaston Viens,T9,TRAMWAY,19,48.745023883930926,2.4086780908021588,94,0,0,0,0,0,1
Jardin Parisien,T10,TRAMWAY,1,48.79006596776754,2.252773412609051,92,0,0,0,0,0,1
Hôpital Béclère,T10,TRAMWAY,2,48.78721762813691,2.2532225449568815,92,0,0,0,0,0,1
Le Hameau,T10,TRAMWAY,3,48.78254980857258,2.253248517857635,92,0,0,0,0,0,1
Parc des Sports,T10,TRAMWAY,4,48.7797888012945,2.2518454316352314,92,0,0,0,0,0,1
Noveos,T10,TRAMWAY,5,48.77673665004125,2.249915939450735,92,0,0,0,0,0,1
Malabry,T10,TRAMWAY,6,48.76934162518396,2.249641226496323,92,0,0,0,0,0,1
Vallée aux Loups,T10,TRAMWAY,7,48.766361162273036,2.254854314606935,92,0,0,0,0,0,1
Cité-Jardin,T10,TRAMWAY,8,48.76546494419459,2.2597107233696145,92,0,0,0,0,0,1
Les Peintres,T10,TRAMWAY,9,48.764721796864,2.266088616748746,92,0,0,0,0,0,1
Théâtre La Piscine,T10,TRAMWAY,10,48.76383639978567,2.272794831394837,92,0,0,0,0,0,1
Petit-Châtenay,T10,TRAMWAY,11,48.762714850626836,2.280674094745584,92,0,0,0,0,0,1
LaVallée,T10,TRAMWAY,12,48.76141508287884,2.2904328696161556,92,0,0,0,0,0,1
La Croix de Berny,T10,TRAMWAY,13,48.76268509056283,2.302959299938301,92,0,0,0,0,1,1
Épinay-sur-Seine,T11,TRAMWAY,1,48.954621581329654,2.3023393905460323,93,0,0,0,0,1,1
Épinay - Villetaneuse,T11,TRAMWAY,2,48.95896993823954,2.328391696111381,93,0,0,0,0,0,1
Villetaneuse - Université,T11,TRAMWAY,3,48.96004555875211,2.342362007854008,93,0,0,0,0,0,1
Pierrefitte - Stains,T11,TRAMWAY,4,48.9601799349474,2.3673379697174006,93,0,0,0,0,1,1
Stains la Cerisaie,T11,TRAMWAY,5,48.95476706123573,2.391805313917159,93,0,0,0,0,0,1
Dugny - La Courneuve,T11,TRAMWAY,6,48.94394644863184,2.4111403934014755,93,0,0,0,0,0,1
Le Bourget,T11,TRAMWAY,7,48.93029231335691,2.4234557772724115,93,0,0,0,0,1,1
Massy - Palaiseau,T12,TRAMWAY,1,48.72437639406971,2.2565407731383607,91,0,0,0,0,1,1
Massy Europe,T12,TRAMWAY,2,48.723494826435875,2.272581491386336,91,0,0,0,0,0,1
Champlan,T12,TRAMWAY,3,48.70798350178886,2.2807479426245516,91,0,0,0,0,0,1
Longjumeau,T12,TRAMWAY,4,48.70239567385033,2.2939520027613325,91,0,0,0,0,0,1
Chilly-Mazarin,T12,TRAMWAY,5,48.700889681819284,2.307099110457053,91,0,0,0,0,0,1
Gravigny Balizy,T12,TRAMWAY,6,48.68619709283594,2.3173195266960644,91,0,0,0,0,0,1
Petit Vaux,T12,TRAMWAY,7,48.67660645389401,2.332847217178883,91,0,0,0,0,0,1
Épinay-sur-Orge,T12,TRAMWAY,8,48.67059322879169,2.33524625399574,91,0,0,0,0,1,1
Parc du Château,T12,TRAMWAY,9,48.66787037413049,2.3553794651902846,91,0,0,0,0,0,1
Coteaux de l'Orge,T12,TRAMWAY,10,48.665291775191896,2.36262193257582,91,0,0,0,0,0,1
Amédée Gordini,T12,TRAMWAY,11,48.65869425652456,2.3737138539226508,91,0,0,0,0,0,1
Ferme Neuve,T12,TRAMWAY,12,48.65216981538317,2.3834852329082086,91,0,0,0,0,0,1
Bois de Saint-Eutrope,T12,TRAMWAY,13,48.6339271237468,2.3956699900896696,91,0,0,0,0,0,1
Traité de Rome,T12,TRAMWAY,14,48.625107425425874,2.407332573437208,91,0,0,0,0,0,1
Bois Briard,T12,TRAMWAY,15,48.62196503646022,2.415821100604916,91,0,0,0,0,0,1
Évry - Courcouronnes,T12,TRAMWAY,16,48.62495351563186,2.4254895141624586,91,0,0,0,0,1,1
Saint-Germain-en-Laye,T13,TRAMWAY,1,48.901598542695204,2.095237857492639,78,0,0,0,0,1,1
Camp des Loges,T13,TRAMWAY,2,48.91398706552279,2.0816642323152843,78,0,0,0,0,0,1
Lisière Pereire,T13,TRAMWAY,3,48.90320062581815,2.0730554490728603,78,0,0,0,0,0,1
Fourqueux - Bel Air,T13,TRAMWAY,4,48.894920794013856,2.069983869456418,78,0,0,0,0,0,1
Mareil-Marly,T13,TRAMWAY,5,48.881267628626496,2.079173075641372,78,0,0,0,0,0,1
L'Etang - Les Sablons,T13,TRAMWAY,6,48.872475520756296,2.069184858163414,78,0,0,0,0,0,1
Saint-Nom-la-Bretèche - Forêt de Marly,T13,TRAMWAY,7,48.867402049950684,2.050735118392639,78,0,0,0,0,0,1
Noisy-le-Roi,T13,TRAMWAY,8,48.841216832443024,2.061622167810258,78,0,0,0,0,0,1
Bailly,T13,TRAMWAY,9,48.836822664977326,2.074821796743467,78,0,0,0,0,0,1
Allée Royale,T13,TRAMWAY,10,48.814734924412924,2.0785366803243126,78,0,0,0,0,0,1
Les Portes de Saint-Cyr,T13,TRAMWAY,11,48.80660367020067,2.0773050548633556,78,0,0,0,0,0,1
Saint-Cyr,T13,TRAMWAY,12,48.79901049572037,2.0747164220775898,78,0,0,0,0,1,1
Saint-Cyr - voie 2,T13,TRAMWAY,13,48.79899261499845,2.074730353991662,78,0,0,0,0,0,1
Esbly,T14,TRAMWAY,1,48.90274164027046,2.809285919946294,77,0,0,0,0,0,1
Montry - Condé,T14,TRAMWAY,2,48.89108472386095,2.8255986508264512,77,0,0,0,0,0,1
Couilly - Saint-Germain - Quincy,T14,TRAMWAY,3,48.88280440161704,2.854152348003086,77,0,0,0,0,0,1
Villiers Montbarbin,T14,TRAMWAY,4,48.86352745620305,2.8825308779964818,77,0,0,0,0,0,1
Crécy-la-Chapelle,T14,TRAMWAY,5,48.859563576644945,2.9051922787891398,77,0,0,0,0,0,1
Pointe du Lac,C1,CABLE,1,48.76883520466508,2.46473834863822,94,0,0,1,1,0,0
Limeil-Brévannes,C1,CABLE,2,48.753063802721904,2.4717827134860353,94,0,0,0,0,0,0
Valenton,C1,CABLE,3,48.74858080017639,2.4729433418862614,94,0,0,0,0,0,0
La Végétale,C1,CABLE,4,48.74235915402206,2.479642610075511,94,0,0,0,0,0,0
Villa Nova,C1,CABLE,5,48.734837410453366,2.46484200794773,94,0,0,0,0,0,0
Terminal 1,CDG VAL,VAL,1,49.01312021545428,2.5419320642685617,77,0,0,0,0,0,0
Parking Pr,CDG VAL,VAL,2,49.0090125915058,2.5447567771068575,95,0,0,0,0,0,0
Terminal 3,CDG VAL,VAL,3,49.00999903551533,2.560932604571692,93,0,0,0,0,0,0
Parking Px,CDG VAL,VAL,4,49.010033751278236,2.5705281702484006,77,0,0,0,0,0,0
Terminal 2 Gare,CDG VAL,VAL,5,49.00476806029876,2.5715557935079696,77,0,0,0,0,0,0
Funiculaire Gare haute,FUNICULAIRE,VAL,1,48.88557568111788,2.3425388636758395,18,0,0,0,0,0,0
Funiculaire Gare basse,FUNICULAIRE,VAL,2,48.88469469943406,2.342604533249601,18,0,0,0,0,0,0
Antony,ORLYVAL,VAL,1,48.75448744175871,2.3007698833739174,92,0,0,0,0,1,0
Orly 1-2-3,ORLYVAL,VAL,2,48.72957855791586,2.3594989994122932,91,0,0,0,0,0,0
Orly 4,ORLYVAL,VAL,3,48.72845779957597,2.3669088903841873,91,0,0,0,0,0,0
